ID,DB,Dataset_Name,Dataset_Long_Name,Variables,Data_Source,Distributor,Description,Climatology,Acknowledgement,Doc_URL,Icon_URL,Contact_Email,Dataset_Version,Dataset_Release_Date,Dataset_History
254,Opedia,WW_Gradients3_L1,Wirewalker_Gradients3_Level1,,"University of Hawaii, Manoa",,"The Wirewalker is a  wave-powered drifting profiler designed to collect autonomous, vertically-resolved oceanographic observations. The profiler moves along a wire that is suspended between a float at the sea surface and a weight placed at a depth of tens or hundreds of meters. The system horizontal displacement follows the ocean currents. Wirewalker measurements include temperature, salinity, depth, beam attenuation, backscattering, chlorophyll fluorescence, CDOM fluorescence, downwelling irradiance in four spectral bands, and dissolved oxygen concentration.",False,We thank the SCOPE operation team for data collection. This research was supported by the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients_3_Wirewalker.png,benedetto.barone@gmail.com,1.0,2020-06-16,
255,Opedia,WW_MESOSCOPEa_L1,Wirewalker_MESOSCOPEa_Level1,,"University of Hawaii, Manoa",,"The Wirewalker is a  wave-powered drifting profiler designed to collect autonomous, vertically-resolved oceanographic observations. The profiler moves along a wire that is suspended between a float at the sea surface and a weight placed at a depth of tens or hundreds of meters. The system horizontal displacement follows the ocean currents. Wirewalker measurements include temperature, salinity, depth, beam attenuation, backscattering, chlorophyll fluorescence, CDOM fluorescence, downwelling irradiance in four spectral bands, and dissolved oxygen concentration.",False,We thank the SCOPE operation team for data collection. This research was supported by the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMESOSCOPEa_Wirewalker.png,benedetto.barone@gmail.com,1.0,2020-06-16,
256,Opedia,WW_MESOSCOPEb_L1,Wirewalker_MESOSCOPEb_Level1,,"University of Hawaii, Manoa",,"The Wirewalker is a  wave-powered drifting profiler designed to collect autonomous, vertically-resolved oceanographic observations. The profiler moves along a wire that is suspended between a float at the sea surface and a weight placed at a depth of tens or hundreds of meters. The system horizontal displacement follows the ocean currents. Wirewalker measurements include temperature, salinity, depth, beam attenuation, backscattering, chlorophyll fluorescence, CDOM fluorescence, downwelling irradiance in four spectral bands, and dissolved oxygen concentration.",False,We thank the SCOPE operation team for data collection. This research was supported by the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMESOSCOPEb_Wirewalker.png,benedetto.barone@gmail.com,1.0,2020-06-16,
257,Opedia,WW_EddyExperimentA_L1,Wirewalker_EddyExperimentA_Level1,,"University of Hawaii, Manoa",,"The Wirewalker is a  wave-powered drifting profiler designed to collect autonomous, vertically-resolved oceanographic observations. The profiler moves along a wire that is suspended between a float at the sea surface and a weight placed at a depth of tens or hundreds of meters. The system horizontal displacement follows the ocean currents. Wirewalker measurements include temperature, salinity, depth, beam attenuation, backscattering, chlorophyll fluorescence, CDOM fluorescence, downwelling irradiance in four spectral bands, and dissolved oxygen concentration.",False,We thank the SCOPE operation team for data collection. This research was supported by the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblEddyExperimentA_Wirewalker.png,benedetto.barone@gmail.com,1.0,2020-06-16,
258,Opedia,WW_EddyExperimentB_L1,Wirewalker_EddyExperimentB_Level1,,"University of Hawaii, Manoa",,"The Wirewalker is a  wave-powered drifting profiler designed to collect autonomous, vertically-resolved oceanographic observations. The profiler moves along a wire that is suspended between a float at the sea surface and a weight placed at a depth of tens or hundreds of meters. The system horizontal displacement follows the ocean currents. Wirewalker measurements include temperature, salinity, depth, beam attenuation, backscattering, chlorophyll fluorescence, CDOM fluorescence, downwelling irradiance in four spectral bands, and dissolved oxygen concentration.",False,We thank the SCOPE operation team for data collection. This research was supported by the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblEddyExperimentB_Wirewalker.png,benedetto.barone@gmail.com,1.0,2020-06-16,
266,Opedia,HOT242_252_14C_PP_3_WSW,Time-series measurements of size fractionated primary production (>3 micron) in the subtropical North Pacific Ocean,,"Matthew  Church, Univ Montana",,"Filter size-fractionated (>3 µm) particulate 14C-based rates of primary production were measured at six discrete depths (5, 25, 45, 75, 100, and 125 m)throughout the euphotic zone. Seawater samples from each depth were subsampled into triplicate 30-mL polycarbonate centrifuge tubes from a pre-dawn cast, inoculated with 70 µL of NaH14CO3-, then incubated over the full photoperiod (~12-14 hours) on a floating in situ array at the corresponding depths where the water was collected. At the end of the incubation period (after sundown), 25 mL of each sample was vacuum-filtered first onto a 25-mm diameter 3-µm pore size polycarbonate membrane, then the filtrate was vacuum-filtered onto a 25-mm diameter 0.2-µm pore size polycarbonate membrane filter.After filtration, each filter was placed into a 20-mL glass scintillation vial and stored at -20°C until analyzed backat the shore-based laboratory. Upon return to shore, vials were uncapped, 1 mL of 2 M hydrochloric acid was added to each filter, and vials were vented for at least 24 hours to remove remaining inorganic 14C. After venting, 10 mL of Ultima Gold liquid scintillation cocktail was added to each vial, and vials were placed in a liquid scintillation counter for the determination of14C activities.",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblHOT242_252_14C_PP_3_WSW.png,evan.bilbrey@flbs.umt.edu,V1,2020-02-04,
268,Opedia,amt01_extracted_cholorphyll,AMT01 Extracted Chlorophyll and Phaeopigments,,Atlantic Meridional Transect (AMT),British Oceanographic Data Centre (BODC),"This data originates from analyses on underway samples collected from the ships non-toxic supply. The seawater samples were collected approximately every 2 hours while the ship was underway. Pigment samples were filtered through Whatman GF/F filters prior to extraction in 10 ml of 90% acetone for a minimum of 15 hours and analysed using fluorometric techniques on board the ship. Chlorophyll-a data were obtained with a flow-through Turner-10 fluorometer, which used a standard Turner Designs chlorophyll fluorescence filter set. At the start of the cruise the flow-through cell was cleaned and the dessicant changed, and the instruments zero was set with a clean water blank. The cell was also regularly checked for fouling throughout the cruise.",False,The programme was funded and the data supplied by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblAMT01_extracted_cholorphyll.png,,final ,2020-07-16,
280,Opedia,Mesoscale_Eddy_NRT,Mesoscale Eddy Trajectory Atlas Product - Near Real Time,,AVISO+,AVISO+,"Simons CMAP contains Near-Real-Time Eddy records from 2018-01-01 through 2020-07-12 collected from AVISO+. The dataset was developed and validated in collaboration between Aviso+ and with D.Chelton and M. Schlax at Oregon State University. This dataset has a spatial resolution of 1/4° X 1/4° and a daily temporal resolution. Each eddy has associated (cyclonic/anticyclonic), speed, radius metadata.  To detect eddies, this datasets uses ADT and SLA measurements from multiple altimetry satellite missions. Eddys that may come within proximity to land are filtered out. Details on the detection algorithm can be found in [\\[Mason et al., 2014\\]](https://journals.ametsoc.org/jtech/article/31/5/1181/267/A-New-Sea-Surface-Height-Based-Code-for-Oceanic).  The AVISO+ product name is: Mesoscale Eddy Trajectory Atlas product in near-real-time 3.0exp",False,"Mesoscale Eddy Trajectory Atlas product in near-real-time 3.0exp, please cite: ""The altimeter the Mesoscale Eddy Trajectory Atlas products were produced by SSALTO/DUACS and distributed by AVISO+ (https://www.aviso.altimetry.fr/) with support from CNES, in collaboration with IMEDEA”.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMesoscale_Eddy_NRT.png,,NRT 3.0exp,2019-09-20,
281,Opedia,JR19980514_AMT06_flow_cytometry,JR19980514  AMT06 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR19980514  AMT06 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19980514_AMT06_Flow_Cytometry.png,,Final,2020-07-07,
282,Opedia,JR20030512_AMT12_flow_cytometry,JR20030512 AMT12 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20030512 AMT12 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20030512_AMT12_Flow_Cytometry.png,,Final,2020-07-07,
283,Opedia,JR20030910_AMT13_flow_cytometry,JR20030910 AMT13 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20030910 AMT13 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Glen A Tarran, Plymouth Marine Laboratory. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20030910_AMT13_Flow_Cytometry.png,,Final,2020-07-07,
284,Opedia,JR20040428_AMT14_flow_cytometry,JR20040428 AMT14 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20040428 AMT14 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20040428_AMT14_Flow_Cytometry.png,,Final,2020-07-07,
285,Opedia,D284_AMT15_flow_cytometry,D284 AMT15 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the D284 AMT15 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblD284_AMT15_Flow_Cytometry.png,,Final,2020-07-07,
286,Opedia,D294_AMT16_flow_cytometry,D294 AMT16 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the D294 AMT16 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Glen A Tarran, Plymouth Marine Laboratory.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblD294_AMT16_Flow_Cytometry.png,,Final,2020-07-07,
287,Opedia,D299_AMT17_flow_cytometry,D299 AMT17 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the D299 AMT17 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblD299_AMT17_Flow_Cytometry.png,,Final,2020-07-07,
288,Opedia,all_SeaFlow_cruises,"  SeaFlow-based abundance, cell size, carbon quotas and biomass of Prochlorococcus, Synechooccus, Crocosphaera and small picoeuks (< 5 micron)",,"SeaFlow@UW, University of Washington, https://seaflow.netlify.app/",http://doi.org/10.5281/zenodo.2678021,"The data set consists of SeaFlow-based cell abundance, cell size (equivalent spherical diameter), cellular carbon content and total carbon biomass for picophytoplankton populations, namely the cyanobacteria Prochlorococcus, Synechococcus and small-sized Crocosphaera (2-5 um), and picoeukayotes phytoplankton and nanophytoplankton (2-5 µm ESD). SeaFlow is an underway flow cytometer that provides continuous shipboard observations of the optical properties of the smallest phytoplankton. The instrument collects the equivalent of 1 sample every 3 minutes or every 1 km (for a ship moving at 10 knots) from the ship’s flow-through seawater system. Since 2010, the instrument has been operated for 14,000 hours across 140,000 km of ocean, collecting over 300,000 samples in surface waters. Further information can be found here https://seaflow.netlify.app/",False,"Annette Hynes, Chris Berthiaume, E Virginia Armbrust and Francois Ribalet",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblSeaFlow.png,,v1.3,2020-08-21,Data were analyzed using the R package Popcycle version 3.1.0
299,Opedia,JR20081003_AMT18_flow_cytometry,JR20081003 AMT18 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20081003 AMT18 research cruise. Data was provided by the British Oceanography Data Centre (BODC).\n,False,"Contains data supplied by Natural Environment Research Council. Mikhail V Zubkov, National Oceanography Centre, Southampton.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20081003_AMT18_flow_cytometry.png,,Final,2020-07-07,
301,Opedia,JC039_AMT19_flow_cytometry,JC039 AMT19 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JC039 AMT19 research cruise. Data was provided by the British Oceanography Data Centre (BODC).,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory.   ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJC039_AMT19_flow_cytometry.png,,Final,2020-07-07,
302,Opedia,JC053_AMT20_flow_cytometry,JC053 AMT20 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JC053 AMT20 research cruise. Data was provided by the British Oceanography Data Centre (BODC).                                                                                                                                                                                                                                                          ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJC053_AMT20_flow_cytometry.png,,Final,2020-07-07,
303,Opedia,D371_AMT21_flow_cytometry,D371 AMT21 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the D371 AMT21 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblD371_AMT21_flow_cytometry.png,,Final,2020-07-07,
304,Opedia,JC079_AMT22_flow_cytometry,JC079 AMT22 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JC079 AMT22 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJC079_AMT22_flow_cytometry.png,,Final,2020-07-07,
305,Opedia,JR20131005_AMT23_flow_cytometry,JR20131005 AMT23 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20131005 AMT23 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20131005_AMT23_flow_cytometry.png,,Final,2020-07-07,
306,Opedia,JR20140922_AMT24_flow_cytometry,JR20140922 AMT24 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR20140922 AMT24 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR20140922_AMT24_flow_cytometry.png,,Final,2020-07-07,
307,Opedia,JR15001_AMT25_flow_cytometry,JR15001 AMT25 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR15001 AMT25 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR15001_AMT25_flow_cytometry.png,,Final,2020-07-07,
312,Opedia,DY110_AMT29_flow_cytometry,DY110 AMT29  - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the DY110 AMT29 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,Contains data supplied by Natural Environment Research Council. ,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblDY110_AMT29_flow_cytometry.png,,Final,2020-07-07,
315,Opedia,JR16001_AMT26_flow_cytometry,JR16001 AMT26 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR16001 AMT26 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR16001_AMT26_flow_cytometry.png,,Final,2020-07-07,
316,Opedia,DY084_AMT27_flow_cytometry,DY084 AMT27 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the DY084 AMT27 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblDY084_AMT27_flow_cytometry.png,,Final,2020-07-07,
317,Opedia,JR18001_AMT28_flow_cytometry,JR18001 AMT28 - Atlantic Meridional Transect Flow Cytometry Data,,Atlantic Meridional Transect,British Oceanography Data Centre - National Oceanography Centre,This dataset contains flow-cytometry data from the JR18001 AMT28 research cruise. Data was provided by the British Oceanography Data Centre (BODC). ,False,"Contains data supplied by Natural Environment Research Council, and Glen A Tarran, Plymouth Marine Laboratory. ",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR18001_AMT28_flow_cytometry.png,,Final,2020-07-07,
318,Opedia,AMT13_Prochlorococcus_Abundance,AMT13 Prochlorococcus and Synechococcus Abundance,,"Plymouth Marine Laboratory, NERC, Chisholm Lab",,"Atlantic Meridional Transect cruise 13: Prochlorococcus abundance, Synechococcus abundance, and associated metadata",False,"We would like to acknowledge C. Robinson and the captain and crew of Royal Research Ship James Clark Ross for the AMT cruise. D. Veneziano provided guidance with the statistical analysis. This work was funded in part by the Gordon and Betty Moore Foundation, the Seaver Foundation, NSF Biological Oceanography Division (to S.W.C.), and U.S. Department of Energy (to S.W.C.), NOAA and the University of Hawaii (to Z.I.J.), and NSF and the University of Tennessee (to E.R.Z.). It was also supported by the UK Natural Environment Research Council through the AMT consortium (NER/O/S/2001/00680).",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblAMT13_Chisholm.png,,v1.3,2020-09-08,"v1.3, I fixed the dates, half of which had the month and day switched."
321,Opedia,Gradients1_KOK1606_PPPCPN_UW,"Gradients1-KOK1606 Underway Particulate Phosphorus, Particulate Carbon, and Particulate Nitrogen",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The phosphorus content of particulate material (PP) was collected by semi-automated and sequential filtration of the ships underway flow through seawater onto acid-washed and combusted GFF filters. Select samples had a piggybacked GFF filter holder in sequence for collection of dissolved organic material and/or evaluation of trapping efficiency of GFF; these samples are termed <0.7 micron P. Following filtration, filters were placed in histoprep capsules and stored at -80°C for later analysis. Post-cruise, all filters were thawed overnight, combusted at 450°C for 4.5 hours, then extracted with 0.15 M HCl for 1 hour at 60°C. PP was then analyzed spectrophotometrically as SRP in a 1.0 cm cell at 880 nm following Strickland and Parsons (1972). Recovery efficiency was assessed from the analysis of a known dry weight of certified reference material (National Institute of Standards, NIST 1515, apple leaves, certified 0.159% P by weight).  The carbon and nitrogen content of particulate material (PC, PN) was collected by semi-automated and sequential filtration of the ships underway flow through seawater onto a combusted GFF filter. Select samples had a piggybacked GFF filter holder in sequence for collection of dissolved organic material and/or evaluation of trapping efficiency of GFF; these samples are termed <0.7 micron C or <0.7 micron N. Following filtration, filters were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed, acidified, and dried overnight at 60°C. Samples were then balled into Ag and Sn boats and plated for analysis. Organic carbon and total nitrogen content was analyzed using high-temperature combustion (1020 C) on a ThermoQuest NC 2500 elemental analyzer. Three standards with known %C and %N were weighed, folded in tin boats, and analyzed with the samples to develop the calibration equation for each run. The calibration equation was then used to calculate the mass (mg) of carbon and nitrogen in each sample using EAS Clarity Chromatography Station software. The standards are Cystine (Elemental Microanalysis, B2035, 11.66 %TN, 29.99 %TC), Atropine (Elemental Microanalysis, B2002, 4.84 %TN, 70.56%TC), and GoniLab Secondary Standard (low %C)-A1 (an internal standard of sediment from the Gulf of Mexico, MV0803, with low carbon - 0.12 %N, 1.3 %C).  Depth of 4m refers to the depth of the seawater intake on the R/V  Kaimikai-O-Kanaloa (KOK).   The ships location, sea surface temperature and salinity from ships underway instrumentation are matched to the mid-point of each PCPN filtration time, and PP data were matched to the closest PCPN filtration.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_PPPCPN_UW.png,,v1.2,2020-03-12,Final Processed Data
322,Opedia,Gradients1_KOK1606_DiazotrophAbundance,Gradients1-KOK1606 Diazotroph Abundance,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","At select stations and depths (ranging from 5 to 45m), the entire volume of a Niskin bottle was drained directly into clean ~10L carboys fitted with spigots. Carboys were covered in dark cloth and the volume was gravity filtered through a 47-mm diameter, 3 micron pore size and 10 micron pore size, black polycarbonate filter with a polyester drain disk as a backing filter. If the volume was not filtered after 2 hours, filtration was terminated and the remaining volume of the carboy was measured in order to calculate volume filtered.  Following filtration, filter holders were fit with a short section of tubing and a syringe luer fitting on once side and a 2-way valve on the outflow side. For each filter, 5-ml of 2% glutaraldehyde was slowly injected onto the filter and samples were allowed to fix for 30 minutes. Fixative was drained after this time and 60ml of air was used to flush all filters. Polycarbonate filters were then mounted onto 3x2” glass slides with immersion oil, cover slides were added and the edges of each cover slip was sealed with quick dry nail polish. All slides were stored at -20°C and counted within 30 days. Enumeration of diazotrophic taxa was performed using epifluorescence microscopy.The entire slide was counted for DDAs and Trichodesimum abundance. Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemiaulus, Climacodium and Chaetoceras. Free Richelia intracellularis were also counted. Trichodesmium filaments were counted and the length of each filament was recorded. Trichodesmium cell number was then calculated by dividing the filament length by the mean cell length (9.9 micron ±2.5 micron).",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_DiazotrophAbundance.png,,v1.2,2020-03-06,Final Processed Data
323,Opedia,Gradients1_KOK1606_UW_Hyperpro_Surface_PAR,Gradients1-KOK1606 - Underway Hyperpro Surface PAR,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The Satlantic (now Seabird) HyperPro is an in-situ free-fall profiling unit designed to measure the apparent optical properties of the ocean with concurrent measurements of temperature, salinity, chlorophyll and dissolved matter fluorescence, and optical backscattering (a proxy for total particle load). The unit is equipped with one up-looking and one down-looking hyperspectral (350-800nm) radiometer with 10 ± 0.3 nm resolution, a WET Labs ECO-Puck Triplet, and temperature, pressure, and conductivity sensors. It also incorporates a ship-mounted surface (air) hyperspectral radiometer. This dataset is derived from the ship-mounted surface (air) hyperspectral radiometer.  These photosynthetically active radiation - PAR(0+) - data are reported from the duration of the cruise, except when hyperpro ocean profiles were conducted.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_UW_Hyperpro_Surface_PAR.png,,v1.2,2020-03-21,Final Processed Data
324,Opedia,Gradients1_KOK1606_FluorometricChlorophyll,Gradients 1-KOK1606-Fluorometric Chlorophyll,,White Lab - University of Hawaii at Manoa,"Angel White Lab, University of Hawaii at Manoa","Fluorometric Chlorophyll were collected from rosette niskin bottles at specific depths and filtered at low vacuum through a glass fiber filter. Samples were then flash frozen in liquid nitrogen and stored in a histoprep capsule at -80°C until analysis. Post cruise, the filters were extracted using 90% acetone for a total of 48 hours in a -20°C freezer, covered to prevent the photodegradation of pigments. Upon extraction samples were centrifuged to settle filter particulates and gently poured into a glass cuvette. Samples were then run on a Turner 10-AU Fluorometer. Data was corrected for average glass fiber filter blank values and is reported as the average of duplicate samples. ",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_FluorometricChlorophyll.png,,V1.3,2020-03-05,Final Processed Data
325,Opedia,Gradients1_KOK1606_HPLC,Gradients1-KOK1606 Hyperpro Profiles,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The Satlantic (now Seabird) HyperPro is an in-situ free-fall profiling unit designed to measure the apparent optical properties of the ocean with concurrent measurements of temperature, salinity, chlorophyll and dissolved matter fluorescence, and optical backscattering (a proxy for total particle load). The unit is equipped with one up-looking and one down-looking hyperspectral (350-800nm) radiometer with 10 ± 0.3 nm resolution, a WET Labs ECO-Puck Triplet, and temperature, pressure, and conductivity sensors. It also incorporates a ship-mounted surface (air) hyperspectral radiometer.  These data are collated from the vertical profiles conducted during the Gradients I cruise.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_HPLC.png,,v1.2,2020-03-27,Final Processed Data
