ID,DB,Dataset_ID,Table_Name,Short_Name,Long_Name,Unit,Temporal_Res_ID,Spatial_Res_ID,Temporal_Coverage_Begin,Temporal_Coverage_End,Lat_Coverage_Begin,Lat_Coverage_End,Lon_Coverage_Begin,Lon_Coverage_End,Grid_Mapping,Make_ID,Sensor_ID,Process_ID,Study_Domain_ID,Comment,Visualize,Data_Type
1684,Opedia,114,tblKM1709_mesoscope_CTD,Beam_Attenuation,CTD Beam Attenuation,1/m,7,1,2017-06-26,2017-07-12,21.19,27.951999999999998,-158.918,-157.284,,1,5,2,11,,True,float
1686,Opedia,114,tblKM1709_mesoscope_CTD,Beam_Transmission,CTD Beam Transmission,%,7,1,2017-06-26,2017-07-12,21.19,27.951999999999998,-158.918,-157.284,,1,5,2,11,,True,float
1688,Opedia,114,tblKM1709_mesoscope_CTD,Observations,Number of Observations,#,7,1,2017-06-26,2017-07-12,21.19,27.951999999999998,-158.918,-157.284,,1,5,2,11,,False,smallint
1829,Opedia,117,tblHOT273_Caron_Omics,sample_name,Unique sample name,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,0,,False,nchar
1830,Opedia,117,tblHOT273_Caron_Omics,HOT_cruise_number,HOT cruise number,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,0,,False,smallint
1831,Opedia,117,tblHOT273_Caron_Omics,cruise_name,Cruise Name,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,0,,False,nchar
1832,Opedia,117,tblHOT273_Caron_Omics,station,Station Number,#,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,0,,False,smallint
1833,Opedia,117,tblHOT273_Caron_Omics,cast,Cast Number,#,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,0,,False,smallint
1834,Opedia,117,tblHOT273_Caron_Omics,sra_experiment,NCBI SRA Experiment  name,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1835,Opedia,117,tblHOT273_Caron_Omics,sra_run,NCBI SRA sequecne runs,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1836,Opedia,117,tblHOT273_Caron_Omics,sra_bioproject,NCBI SRA  Bioproject number,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1837,Opedia,117,tblHOT273_Caron_Omics,filter_type,filter_type,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,3,,False,nchar
1838,Opedia,117,tblHOT273_Caron_Omics,filter_max,Filter Max,µm,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,3,,False,float
1839,Opedia,117,tblHOT273_Caron_Omics,filter_min,Filter Min,µm,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,3,,False,float
1840,Opedia,117,tblHOT273_Caron_Omics,sequence_type,DNA Sequence Type,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,11,,False,nchar
1841,Opedia,117,tblHOT273_Caron_Omics,sequencing_method,DNA sequencing method,,7,1,2015-06-20,2015-06-20,22.75,22.75,-158.0,-158.0,,1,2,2,11,,False,nchar
1842,Opedia,118,tblHOE_legacy_3_Caron_Omics,sample_name,Sample Name,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,0,,False,nchar
1843,Opedia,118,tblHOE_legacy_3_Caron_Omics,cast,Cast Number,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,0,,False,smallint
1844,Opedia,118,tblHOE_legacy_3_Caron_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,11,,False,nchar
1845,Opedia,118,tblHOE_legacy_3_Caron_Omics,sra_run,NCBI SRA sequence runs,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,11,,False,nchar
1846,Opedia,118,tblHOE_legacy_3_Caron_Omics,sra_bioproject,NCBI SRA Bioproject number,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,11,,False,nchar
1847,Opedia,118,tblHOE_legacy_3_Caron_Omics,pre_filter_type,Filter Type,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,3,,False,nchar
1848,Opedia,118,tblHOE_legacy_3_Caron_Omics,filter_max,Filter Max,µm,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,3,,True,float
1849,Opedia,118,tblHOE_legacy_3_Caron_Omics,filter_min,Filter Min,µm,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,3,,True,float
1850,Opedia,118,tblHOE_legacy_3_Caron_Omics,sequence_type,DNA Sequence Type,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,11,,False,nchar
1851,Opedia,118,tblHOE_legacy_3_Caron_Omics,sequencing_method,DNA sequencing method,,7,1,2016-03-27,2016-03-27,22.54,22.54,-156.392,-156.392,,1,2,2,11,,False,nchar
1852,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sample_name,Sample Name,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,0,,False,nchar
1853,Opedia,119,tblHOE_legacy_2A_Caron_Omics,cast,Cast Number,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,0,,False,smallint
1854,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1855,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sra_run,NCBI SRA sequence runs,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1856,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sra_bioproject,NCBI SRA Bioproject number,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1857,Opedia,119,tblHOE_legacy_2A_Caron_Omics,filter_type,filter_type,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,3,,False,
1858,Opedia,119,tblHOE_legacy_2A_Caron_Omics,filter_max,Filter Max,µm,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,3,,False,float
1859,Opedia,119,tblHOE_legacy_2A_Caron_Omics,filter_min,Filter Min,µm,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,3,,False,float
1860,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sequence_type,DNA Sequence Type,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,11,,False,nchar
1861,Opedia,119,tblHOE_legacy_2A_Caron_Omics,sequencing_method,DNA sequencing method,,7,1,2015-07-30,2015-08-03,24.283,24.55,-156.412,-156.293,,1,2,2,11,,False,nchar
1862,Opedia,120,tblKM1906_Gradients3_uwayCTD,temperature,Temperature,C,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1863,Opedia,120,tblKM1906_Gradients3_uwayCTD,salinity,Salinity,km/m3,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1864,Opedia,120,tblKM1906_Gradients3_uwayCTD,adjusted_salinity,Adjusted Salinity,psu,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1865,Opedia,120,tblKM1906_Gradients3_uwayCTD,density,Density,km/m3,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1866,Opedia,120,tblKM1906_Gradients3_uwayCTD,fluorescence,Fluorescence,mg/m3,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1867,Opedia,120,tblKM1906_Gradients3_uwayCTD,turbidity,Turbidity,FTU,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1868,Opedia,120,tblKM1906_Gradients3_uwayCTD,oxygen,Oxygen,mmol/m3,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1869,Opedia,120,tblKM1906_Gradients3_uwayCTD,oxygen_saturation,Oxygen Saturation ,%,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,True,float
1870,Opedia,120,tblKM1906_Gradients3_uwayCTD,CTD_num,CTD Cast Number,,7,1,2019-04-09,2019-04-24,21.4519666666667,42.0443166666667,-158.324816666667,-157.976666666667,,1,6,2,1,,False,smallint
1871,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sample_name,Sample Name,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,0,,False,nchar
1872,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,station, Station Name,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,0,,False,smallint
1873,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,cast,Cast Number,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,0,,False,smallint
1874,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1875,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sra_run,NCBI SRA sequence runs,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1876,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sra_bioproject,NCBI SRA\xa0 Bioproject number,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1877,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,filter_type,filter_type,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,3,,False,nchar
1879,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,filter_min,Filter Min,µm,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,3,,False,float
1880,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,library_kit,Sequencing Library Kit,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,,False,nchar
1881,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sequence_type,DNA Sequence Type,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,,False,nchar
1882,Opedia,121,tblKOK1806_HOT_LAVA_Dyhrman_Omics,sequencing_method,DNA sequencing method,,7,1,2018-07-13,2018-07-15,18.70305556,19.45611111,-154.81722222,-154.52888889,,1,2,2,11,,False,nchar
1883,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sample_name,Sample Name,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,0,,False,nchar
1884,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,cast,Cast Number,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,0,,False,smallint
1885,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1886,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sra_run,NCBI SRA sequence runs,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1887,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sra_bioproject,NCBI SRA Bioproject number,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1888,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,filter_type,filter_type,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,3,,False,nchar
1889,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,filter_max,Filter Max,µm,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,3,,False,float
1890,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,filter_min,Filter Min,µm,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,3,,False,float
1891,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,library_kit,Sequencing Library Kit,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,,False,nchar
1892,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sequence_type,DNA Sequence Type,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,,False,nchar
1893,Opedia,122,tblKM1513_HOE_legacy_2A_Dyhrman_Omics,sequencing_method,DNA sequencing method,,7,1,2015-07-26,2015-07-30,24.424,24.6033,-156.761,-155.33,,1,2,2,11,,False,nchar
1894,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sample_name,Sample Name,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,0,,False,nchar
1895,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,cast,Cast Number,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,0,,False,smallint
1896,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1897,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sra_run,NCBI SRA sequence runs,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1898,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sra_bioproject,NCBI SRA Bioproject number,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1899,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,filter_type,filter_type,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,3,,False,nchar
1900,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,filter_max,Filter Max,µm,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,3,,False,
1901,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,filter_min,Filter Min,µm,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,3,,False,float
1902,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,library_kit,Sequencing Library Kit,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,,False,nchar
1903,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sequence_type,DNA Sequence Type,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,,False,nchar
1904,Opedia,123,tblKOK1607_HOE_legacy_4_Dyhrman_Omics,sequencing_method,DNA sequencing method,,7,1,2016-05-11,2016-05-12,22.944000000000006,23.738000000000003,-157.385,-155.947,,1,2,2,11,,False,nchar
1905,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sample_name,Sample Name,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,0,,False,nchar
1906,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,cast,Cast Number,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,0,,False,smallint
1907,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sra_experiment,NCBI SRA experiment name,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1908,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sra_run,NCBI SRA sequence runs,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1909,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sra_bioproject,NCBI SRA Bioproject number,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,Accecssion numbers to the metagenomic data at NCBI,False,nchar
1910,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,filter_type,filter_type,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,3,,False,nchar
1912,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,filter_min,Filter Min,µm,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,3,,False,float
1913,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,library_kit,Sequencing Library Kit,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,,False,nchar
1914,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sequence_type,DNA Sequence Type,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,,False,nchar
1915,Opedia,124,tblKM1709_mesoscope_Dyhrman_Omics,sequencing_method,DNA sequencing method,,7,1,2017-07-04,2017-07-09,24.728,24.728,-158.561,-158.561,,1,2,2,11,,False,nchar
1973,Opedia,135,tblGlobalDrifterProgram,velocity_u,Drifter Velocity U Zonal Component ,cm/s,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1974,Opedia,135,tblGlobalDrifterProgram,velocity_v,Drifter Velocity V Meridional Component,cm/s,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1975,Opedia,135,tblGlobalDrifterProgram,drifter_speed,Drifter Speed,cm/s,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1976,Opedia,135,tblGlobalDrifterProgram,lat_uncertainty,Uncertainty in Latitude ,,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1977,Opedia,135,tblGlobalDrifterProgram,lon_uncertainty,Uncertainty in Longitude,,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1978,Opedia,135,tblGlobalDrifterProgram,sst_uncertainty,Uncertainty in Sea Surface Temperature,,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,True,float
1979,Opedia,135,tblGlobalDrifterProgram,drifter_ID,Drifter ID Number,,2,1,1979-02-15,2019-08-07,-78.305,89.899,-179.99900000000005,180.0,,1,9,2,1,,False,float
1983,Opedia,100,tblHOE_legacy_2A,Station,Station Number,#,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,0,,False,
1984,Opedia,100,tblHOE_legacy_2A,Cast,Cast Number,#,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,0,,False,
1985,Opedia,100,tblHOE_legacy_2A,RosPos,Rosette Position,#,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,0,,False,
1987,Opedia,100,tblHOE_legacy_2A,CTD_Salinity,CTD Salinity, PSS-78,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,1,,True,
1991,Opedia,100,tblHOE_legacy_2A,Potential_Density,CTD Potential Density,kg/m^3,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,1,,True,
1992,Opedia,100,tblHOE_legacy_2A,Bottle_Oxygen,Bottle Dissolved Oxygen,umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,3,,True,
1993,Opedia,100,tblHOE_legacy_2A,DIC,Dissolved Inorganic Carbon,umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
1994,Opedia,100,tblHOE_legacy_2A,Alkalinity,Titration Alkalinity,ueq/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
1995,Opedia,100,tblHOE_legacy_2A,pH,pH,,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,reported on the Total Scale,True,
1996,Opedia,100,tblHOE_legacy_2A,PO4,Phosphate, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
1997,Opedia,100,tblHOE_legacy_2A,NO3_NO2,Nitrate plus Nitrite, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
1998,Opedia,100,tblHOE_legacy_2A,SiO4,Silicate, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
1999,Opedia,100,tblHOE_legacy_2A,LLN,Low-level Nitrogen, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2000,Opedia,100,tblHOE_legacy_2A,LLP,Low-level Phosphorus, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2001,Opedia,100,tblHOE_legacy_2A,PC,Particulate Carbon, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2002,Opedia,100,tblHOE_legacy_2A,PN,Particulate Nitrogen, umol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2003,Opedia,100,tblHOE_legacy_2A,PP,Particulate Phosphorus, nmol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2004,Opedia,100,tblHOE_legacy_2A,Psi,Particulate Silica, nmol/kg,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2005,Opedia,100,tblHOE_legacy_2A,Chlorophyll,Fluorometric Chlorophyll,ug/l,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2006,Opedia,100,tblHOE_legacy_2A,Pheopigment,Pheopigment,ug/l,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2007,Opedia,100,tblHOE_legacy_2A,Heterotrophic_Bacteria,Heterotrophic Bacteria,# * 10^5/ml,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2008,Opedia,100,tblHOE_legacy_2A,Prochlorococcus,Prochlorococcus,# * 10^5/ml,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2009,Opedia,100,tblHOE_legacy_2A,Synechococcus,Synechococcus,# * 10^5/ml,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2010,Opedia,100,tblHOE_legacy_2A,Eukaryotes,Eukaryotes,# * 10^5/ml,7,1,2015-07-25,2015-08-04,24.203000000000003,24.603,-156.819,-156.293,,1,2,2,4,,True,
2039,Opedia,102,tblHOE_legacy_3,Station,Station Number,#,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,0,,False,
2040,Opedia,102,tblHOE_legacy_3,Cast,Cast Number,#,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,0,,False,
2041,Opedia,102,tblHOE_legacy_3,RosPos,Rosette Position,#,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,0,,False,
2043,Opedia,102,tblHOE_legacy_3,CTD_Salinity,CTD Salinity, PSS-78,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,1,,True,
2047,Opedia,102,tblHOE_legacy_3,Potential_Density,CTD Potential Density,kg/m^3,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,1,,True,
2048,Opedia,102,tblHOE_legacy_3,Bottle_Oxygen,Bottle Dissolved Oxygen,umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,3,,True,
2052,Opedia,102,tblHOE_legacy_3,PO4,Phosphate, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2053,Opedia,102,tblHOE_legacy_3,NO3_NO2,Nitrate plus Nitrite, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2054,Opedia,102,tblHOE_legacy_3,SiO4,Silicate, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2055,Opedia,102,tblHOE_legacy_3,LLN,Low-level Nitrogen, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2057,Opedia,102,tblHOE_legacy_3,PC,Particulate Carbon, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2058,Opedia,102,tblHOE_legacy_3,PN,Particulate Nitrogen, umol/kg,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
2061,Opedia,102,tblHOE_legacy_3,Chlorophyll,Fluorometric Chlorophyll,ug/l,7,1,2016-03-23,2016-03-28,21.19,22.605,-157.792,-156.273,,1,2,2,4,,True,
